debate,speaker,text
dem_primary_debate_2_25_20,KING,I know it goes fast...[applause]...but a minute-fifteen is really a long time. [laughter] So we'd ask respectfully if you would all please try to keep to the time. 
dem_primary_debate_2_25_20,BIDEN,Good idea. 
dem_primary_debate_2_25_20,KING,"Senator Klobuchar -- good idea, right, Mr. Vice President? Senator Klobuchar, today -- as we were coming over here today...[laughter] I promise, Mr. Vice President, we are going to get to you today. I promise. "
dem_primary_debate_2_25_20,BIDEN,"You keep promising me that, but you haven't done it yet. "
dem_primary_debate_2_25_20,KING,I've never broken a promise. 
dem_primary_debate_2_25_20,BIDEN,"Well, let's get to it. "
dem_primary_debate_2_25_20,KING,Senator Klobuchar... 
dem_primary_debate_2_25_20,KLOBUCHAR,"Why don't you let me answer, OK? "
dem_primary_debate_2_25_20,KING,"There was breaking news from the CDC about the Coronavirus. And so far there have been 2,700 deaths globally, and so far in this country there have been no deaths. But the CDC says this. ""It's not a matter of if the virus will spread here but when."" The question to you is this, would you close the borders to Americans who have been exposed to the Coronavirus in order to prevent an outbreak here in this country? "
dem_primary_debate_2_25_20,KLOBUCHAR,"Well, what we have to do is make sure that we have treatment for those Americans and that they are in a quarantine situation. We don't want to expose people, but we want to give them help. And I would agree, when Mayor Bloomberg said that this president has not invested like he should have in his budget -- he tried to cut back on the CDC; he tried to cut back on the international organization that would coordinate with the rest of the world; he hasn't yet really addressed the nation on this topic, I would do all of that. But I want to take this out of politics right now and talk to the American people because this is so serious. I'm not going to give my website right now. I'm going to give the CDC's website, which is cdc.gov, so that people keep checking in and they follow the rules and they realize what they have to do if they feel sick and they call their health care provider. Because many doctors are saying it's just a matter of time before we're going to start seeing this here. And I think the answers, as president, what would I do, I would better coordinate throughout my presidency to be ready for the next pandemic and to prepare for this one. "
dem_primary_debate_2_25_20,KING,"Thank you, Senator. "
dem_primary_debate_2_25_20,KLOBUCHAR,"I would have better relations with our allies and I would support, because I know the vaccine is out there in the head of some kid right now in school, in Columbia, South Carolina, or Houston, Texas, and it's investing in education, so we are ready to lead, again, in the world. O'"
dem_primary_debate_2_25_20,DONNELL,"Senator, thank you. [applause] Mr. Vice President, we reached a turning point today with the CDC, warning schools that they must prepare that they might have to close, members of the Trump administration saying we don't have enough medical masks if necessary. What would you do? "
dem_primary_debate_2_25_20,BIDEN,"What we did with Ebola -- I was part of making sure that pandemic did not get to the United States, saved millions of lives. And what we did, we set up, I helped set up that office in the presidency, in the president's office, on -- on diseases that are pandemic diseases. We increased the budget of the CDC. We increased the NIH budget. We should -- and our president today -- and he's wiped all that out. We did it. We stopped it. And the second thing I'd point out to you is that what I would do immediately is restore the funding. He cut the funding for CDC. He tried to cut the funding for NIH. He cut the funding for the entire effort. And here's the deal. I would be on the phone with China and making it clear, we are going to need to be in your country; you have to be open; you have to be clear; we have to know what's going on; we have to be there with you, and insist on it and insist, insist, insist. O'"
dem_primary_debate_2_25_20,DONNELL,Thank you. 
dem_primary_debate_2_25_20,BIDEN,I could get that done. No one up here has ever dealt internationally with any of these world leaders. I'm the only one that has. O'
dem_primary_debate_2_25_20,DONNELL,Senator Sanders? [applause] 
dem_primary_debate_2_25_20,SANDERS,"In the White House today -- in the White House today, we have a self-described ""great genius"" -- self-described -- and this ""great genius"" has told us that this Coronavirus is going to end in two months. April is the magical day that this great scientist we have in the White House has determined -- I wish I was kidding; that is what he said. What do we have to do? Whether or not the issue is climate change, which is clearly a global crisis requiring international cooperation, or infectious diseases like Coronavirus, requiring international cooperation, we have to work and expand the World Health Organization. Obviously, we have to make sure the CDC, the NIH, our infectious departments, are fully funded. This is a global problem. O'"
